,tweet_id,timestamp,source,text,rating_numerator,rating_denominator,name,stage,jpg_url,retweet_count,favorite_count,creat_date,language,display_text_range
11,889531135344209921,2017-07-24 17:02:04,Twitter for iPhone,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,13.0,10.0,Stuart,puppo,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,2321,15359,,en,"[0, 118]"
12,889278841981685760,2017-07-24 00:19:32,Twitter for iPhone,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,13.0,10.0,Oliver,None,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,5637,25652,,en,"[0, 138]"
13,888917238123831296,2017-07-23 00:22:39,Twitter for iPhone,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,12.0,10.0,Jim,None,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,4709,29611,,en,"[0, 86]"
14,888804989199671297,2017-07-22 16:56:37,Twitter for iPhone,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,13.0,10.0,Zeke,None,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,4559,26080,,en,"[0, 128]"
15,888554962724278272,2017-07-22 00:23:06,Twitter for iPhone,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,13.0,10.0,Ralphus,None,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3732,20290,,en,"[0, 87]"
16,888078434458587136,2017-07-20 16:49:33,Twitter for iPhone,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,12.0,10.0,Gerald,None,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,3653,22201,,en,"[0, 127]"
17,887705289381826560,2017-07-19 16:06:48,Twitter for iPhone,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,13.0,10.0,Jeffrey,None,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,5609,30779,,en,"[0, 127]"
18,887517139158093824,2017-07-19 03:39:09,Twitter for iPhone,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,14.0,10.0,such,None,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,12082,46959,,en,"[0, 108]"
19,887473957103951883,2017-07-19 00:47:34,Twitter for iPhone,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,13.0,10.0,Canela,None,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,18781,69871,,en,"[0, 99]"
20,886983233522544640,2017-07-17 16:17:36,Twitter for iPhone,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,13.0,10.0,Maya,None,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,8084,35859,,en,"[0, 101]"
21,886736880519319552,2017-07-16 23:58:41,Twitter for iPhone,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",13.0,10.0,Mingus,None,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,3443,12306,,en,"[0, 121]"
22,886680336477933568,2017-07-16 20:14:00,Twitter for iPhone,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,13.0,10.0,Derek,None,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,4610,22798,,en,"[0, 71]"
23,886366144734445568,2017-07-15 23:25:31,Twitter for iPhone,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,12.0,10.0,Roscoe,pupper,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,3316,21524,,en,"[0, 131]"
24,886258384151887873,2017-07-15 16:17:19,Twitter for iPhone,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,13.0,10.0,Waffles,None,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,6523,28469,,en,"[0, 94]"
25,885984800019947520,2017-07-14 22:10:11,Twitter for iPhone,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,12.0,10.0,Jimbo,None,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,7097,33382,,en,"[0, 140]"
26,885528943205470208,2017-07-13 15:58:47,Twitter for iPhone,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,13.0,10.0,Maisey,None,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,6683,36689,,en,"[0, 109]"
27,884925521741709313,2017-07-12 00:01:00,Twitter for iPhone,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",12.0,10.0,Earl,None,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,16439,68152,,en,"[0, 93]"
28,884876753390489601,2017-07-11 20:47:12,Twitter for iPhone,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,13.0,10.0,Lola,None,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,6096,28514,,en,"[0, 118]"
29,884562892145688576,2017-07-11 00:00:02,Twitter for iPhone,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,13.0,10.0,Kevin,None,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,5100,24765,,en,"[0, 66]"
30,884162670584377345,2017-07-09 21:29:42,Twitter for iPhone,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,12.0,10.0,Yogi,doggo,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,3128,20771,,en,"[0, 140]"
31,883838122936631299,2017-07-09 00:00:04,Twitter for iPhone,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,12.0,10.0,Noah,None,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,3586,22349,,en,"[0, 137]"
32,883482846933004288,2017-07-08 00:28:19,Twitter for iPhone,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",13.5,10.0,Bella,None,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,10407,46860,,en,"[0, 112]"
33,883360690899218434,2017-07-07 16:22:55,Twitter for iPhone,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,13.0,10.0,Grizzwald,floofer,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,3825,22986,,en,"[0, 139]"
34,882992080364220416,2017-07-06 15:58:11,Twitter for iPhone,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,13.0,10.0,Rusty,None,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,4122,24445,,en,"[0, 108]"
35,882762694511734784,2017-07-06 00:46:41,Twitter for iPhone,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,12.0,10.0,Gus,pupper,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,5134,28903,,en,"[0, 114]"
36,882627270321602560,2017-07-05 15:48:34,Twitter for iPhone,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,13.0,10.0,Stanley,None,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,6342,28382,,en,"[0, 136]"
37,882268110199369728,2017-07-04 16:01:23,Twitter for iPhone,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,13.0,10.0,Alfy,None,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,12118,45880,,en,"[0, 114]"
38,882045870035918850,2017-07-04 01:18:17,Twitter for iPhone,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",13.0,10.0,Koko,None,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,5203,29900,,en,"[0, 133]"
39,881906580714921986,2017-07-03 16:04:48,Twitter for iPhone,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,12.0,10.0,Rey,None,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,3533,24773,,en,"[0, 67]"
40,881666595344535552,2017-07-03 00:11:11,Twitter for iPhone,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,13.0,10.0,Gary,None,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,11099,51522,,en,"[0, 115]"
41,881268444196462592,2017-07-01 21:49:04,Twitter for iPhone,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,12.0,10.0,Elliot,None,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,5358,23501,,en,"[0, 138]"
42,880935762899988482,2017-06-30 23:47:07,Twitter for iPhone,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,13.0,10.0,Louis,None,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,2886,17346,,en,"[0, 72]"
43,880465832366813184,2017-06-29 16:39:47,Twitter for iPhone,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,12.0,10.0,Bella,None,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,6546,29075,,en,"[0, 114]"
44,880221127280381952,2017-06-29 00:27:25,Twitter for iPhone,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,12.0,10.0,Jesse,None,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,4436,27640,,en,"[0, 108]"
45,879862464715927552,2017-06-28 00:42:13,Twitter for iPhone,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,13.0,10.0,Romeo,None,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3642,22667,,en,"[0, 91]"
46,879492040517615616,2017-06-27 00:10:17,Twitter for iPhone,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,12.0,10.0,Bailey,None,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,3323,23822,,en,"[0, 90]"
47,879415818425184262,2017-06-26 19:07:24,Twitter for iPhone,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,13.0,10.0,Duddles,None,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,45849,107956,,en,"[0, 82]"
48,879376492567855104,2017-06-26 16:31:08,Twitter for iPhone,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,12.0,10.0,Jack,None,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,3261,17099,,en,"[0, 125]"
49,879050749262655488,2017-06-25 18:56:45,Twitter for iPhone,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,11.0,10.0,Steven,None,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,4941,23022,,en,"[0, 132]"
50,879008229531029506,2017-06-25 16:07:47,Twitter for iPhone,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,13.0,10.0,Beau,None,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,2812,19317,,en,"[0, 94]"
51,878776093423087618,2017-06-25 00:45:22,Twitter for iPhone,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,13.0,10.0,Snoopy,puppo,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,4319,19763,,en,"[0, 126]"
52,878281511006478336,2017-06-23 16:00:04,Twitter for iPhone,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",13.0,10.0,Shadow,None,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,1349,7913,,en,"[0, 140]"
53,878057613040115712,2017-06-23 01:10:23,Twitter for iPhone,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,14.0,10.0,Emmy,None,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,7181,42876,,en,"[0, 115]"
54,877736472329191424,2017-06-22 03:54:17,Twitter for iPhone,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,13.0,10.0,Aja,None,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,17300,71144,,en,"[0, 93]"
55,877556246731214848,2017-06-21 15:58:08,Twitter for iPhone,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,12.0,10.0,Penny,None,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,3994,23258,,en,"[0, 139]"
56,877316821321428993,2017-06-21 00:06:44,Twitter for iPhone,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",13.0,10.0,Dante,None,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,5414,27907,,en,"[0, 137]"
57,877201837425926144,2017-06-20 16:29:50,Twitter for iPhone,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,12.0,10.0,Nelly,None,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,5880,27755,,en,"[0, 128]"
58,876838120628539392,2017-06-19 16:24:33,Twitter for iPhone,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,12.0,10.0,Ginger,pupper,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,3506,21125,,en,"[0, 125]"
59,876484053909872640,2017-06-18 16:57:37,Twitter for iPhone,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,13.0,10.0,Benedict,None,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,2511,19163,,en,"[0, 127]"
60,876120275196170240,2017-06-17 16:52:05,Twitter for iPhone,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",13.0,10.0,Venti,None,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,4903,28490,,en,"[0, 140]"
61,875747767867523072,2017-06-16 16:11:53,Twitter for iPhone,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",13.0,10.0,Goose,None,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,4497,25773,,en,"[0, 125]"
62,875144289856114688,2017-06-15 00:13:52,Twitter for iPhone,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,13.0,10.0,Nugget,None,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,5081,22185,,en,"[0, 133]"
63,874680097055178752,2017-06-13 17:29:20,Twitter for iPhone,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,12.0,10.0,Cash,None,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,4875,28439,,en,"[0, 92]"
64,874296783580663808,2017-06-12 16:06:11,Twitter for iPhone,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,13.0,10.0,Jed,pupper,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,4308,26651,,en,"[0, 114]"
65,874012996292530176,2017-06-11 21:18:31,Twitter for iPhone,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo https://t.co/XBE0evJZ6V",13.0,10.0,Sebastian,puppo,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,11007,35501,,en,"[0, 139]"
66,873213775632977920,2017-06-09 16:22:42,Twitter for iPhone,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ",12.0,10.0,Sierra,pupper,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,1667,7467,,en,"[0, 140]"
67,872620804844003328,2017-06-08 01:06:27,Twitter for iPhone,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... https://t.co/lUcpnZDPz9,13.0,10.0,Monkey,None,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,3911,21309,,en,"[0, 116]"
68,872261713294495745,2017-06-07 01:19:32,Twitter for iPhone,This is Harry. His ears are activated one at a time. Incredibly rare to witness in person. Very special moment here. 13/10 blessed as h*ck https://t.co/ejHvGDfWoa,13.0,10.0,Harry,None,https://pbs.twimg.com/media/DBrlZk2UQAAfAkd.jpg,6649,35085,,en,"[0, 138]"
69,872122724285648897,2017-06-06 16:07:15,Twitter for iPhone,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still 12/10 would happily get dunked on https://t.co/PKSpmiefwN,12.0,10.0,Kody,None,https://pbs.twimg.com/media/DBpm-5UXcAUeCru.jpg,8549,35324,,en,"[0, 126]"
70,871879754684805121,2017-06-06 00:01:46,Twitter for iPhone,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. 13/10 https://t.co/uK6PNyeh9w,13.0,10.0,Lassie,None,https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg,11918,39090,,en,"[0, 136]"
71,871762521631449091,2017-06-05 16:15:56,Twitter for iPhone,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10 https://t.co/AiVljI6QCg,12.0,10.0,Rover,pupper,https://pbs.twimg.com/media/DBkfY58XcAEdzZy.jpg,3678,20787,,en,"[0, 134]"
72,871515927908634625,2017-06-04 23:56:03,Twitter for iPhone,This is Napolean. He's a Raggedy East Nicaraguan Zoom Zoom. Runs on one leg. Built for deception. No eyes. Good with kids. 12/10 great doggo https://t.co/PR7B7w1rUw,12.0,10.0,Napolean,doggo,https://pbs.twimg.com/media/DBg_HT9WAAEeIMM.jpg,3628,20730,,en,"[0, 140]"
73,871032628920680449,2017-06-03 15:55:36,Twitter for iPhone,"This is Boomer. He's doing an advanced water takeoff. The opposite of Sully. Ears for control, mlem for style. 13/10 simply breathtaking https://t.co/noNpY2Laoo",13.0,10.0,Boomer,None,https://pbs.twimg.com/media/DBaHi3YXgAE6knM.jpg,3999,23255,,en,"[0, 136]"
74,870656317836468226,2017-06-02 15:00:16,Twitter for iPhone,"This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still 13/10

Help Cody here: https://t.co/4hxnDOt1CV https://t.co/42ryYRQ2Q4",13.0,10.0,Cody,None,https://pbs.twimg.com/media/DBUxSSTXsAA-Jn1.jpg,2817,12819,,en,"[0, 138]"
75,870374049280663552,2017-06-01 20:18:38,Twitter for iPhone,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental science destroy it. 13/10 https://t.co/T1xlgaPujm,13.0,10.0,Zoey,None,https://pbs.twimg.com/media/DBQwlFCXkAACSkI.jpg,27680,85011,,en,"[0, 139]"
76,870308999962521604,2017-06-01 16:00:09,Twitter for iPhone,"This is Rumble, but he's not ready to. Would rather fall asleep in his bath bucket. 13/10 would attempt a boop without waking https://t.co/MVQCzrF1g9",13.0,10.0,Rumble,None,https://pbs.twimg.com/media/DBP1asiUAAEKZI5.jpg,4384,22453,,en,"[0, 125]"
77,870063196459192321,2017-05-31 23:43:25,Twitter for iPhone,Meet Clifford. He's quite large. Also red. Good w kids. Somehow never steps on them. Massive poops very inconvenient. Still 14/10 would ride https://t.co/apVOyDgOju,14.0,10.0,Clifford,None,https://pbs.twimg.com/media/DBMV3NnXUAAm0Pp.jpg,8840,37771,,en,"[0, 140]"
78,869772420881756160,2017-05-31 04:27:59,Twitter for iPhone,"This is Dewey (pronounced ""covfefe""). He's having a good walk. Arguably the best walk. 13/10 would snug softly https://t.co/HciEaJkC4D",13.0,10.0,Dewey,None,https://pbs.twimg.com/media/DBINZcxXgAQ-R6P.jpg,10663,43710,,en,"[0, 110]"
79,869702957897576449,2017-05-30 23:51:58,Twitter for iPhone,Meet Stanley. He likes road trips. Will shift for you. One ear more effective than other. 13/10 we don't leave until you buckle pup Stanley https://t.co/vmCu3PFCQq,13.0,10.0,Stanley,None,https://pbs.twimg.com/media/DBHOOfOXoAABKlU.jpg,6728,29116,,en,"[0, 139]"
80,869596645499047938,2017-05-30 16:49:31,Twitter for iPhone,This is Scout. He just graduated. Officially a doggo now. Have fun with taxes and losing sight of your ambitions. 12/10 would throw cap for https://t.co/DsA2hwXAJo,12.0,10.0,Scout,doggo,https://pbs.twimg.com/media/DBFtiYqWAAAsjj1.jpg,3327,16476,,en,"[0, 139]"
81,869227993411051520,2017-05-29 16:24:37,Twitter for iPhone,This is Gizmo. His favorite thing is standing pupright like a hooman. Sneaky tongue slip status achieved. 13/10 would boop well https://t.co/IoR3n1fiiQ,13.0,10.0,Gizmo,None,https://pbs.twimg.com/media/DBAePiVXcAAqHSR.jpg,4023,21112,,en,"[0, 127]"
82,868880397819494401,2017-05-28 17:23:24,Twitter for iPhone,This is Walter. He won't start hydrotherapy without his favorite floatie. 14/10 keep it pup Walter https://t.co/r28jFx9uyF,14.0,10.0,Walter,None,https://pbs.twimg.com/media/DA7iHL5U0AA1OQo.jpg,12518,55098,,en,"[0, 98]"
83,868552278524837888,2017-05-27 19:39:34,Twitter for iPhone,"Say hello to Cooper. His expression is the same wet or dry. Absolute 12/10 but Coop desperately requests your help

https://t.co/ZMTE4Mr69f https://t.co/7RyeXTYLNi",12.0,10.0,Cooper,None,https://pbs.twimg.com/media/DA23sCeVoAE3uF0.jpg,2240,10539,,en,"[0, 139]"
